fighter_a,fighter_b,winner,method,fight_time,referee,weight_class,event,total_strike_landed_a,total_strike_landed_b,total_strike_missed_a,total_strike_missed_b,knockdowns_a,knockdowns_b,td_completed_a,td_completed_b,td_missed_a,td_missed_b,sub_att_a,sub_att_b,ctrl_time_minutes_a,ctrl_time_minutes_b,rounds
Geoff Neal,Ian Machado Garry,0,Decision - Split,5:00,Frank Trigg,Welterweight Bout,UFC 298: Volkanovski vs. Topuria,57.0,80.0,45.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.2,3.0
Merab Dvalishvili,Henry Cejudo,1,Decision - Unanimous,5:00,Jonathan Romero,Bantamweight Bout,UFC 298: Volkanovski vs. Topuria,167.0,54.0,106.0,52.0,0.0,0.0,5.0,1.0,6.0,6.0,1.0,0.0,4.383333334,2.083333333,3.0
Anthony Hernandez,Roman Kopylov,1,Submission,3:23,Jason Herzog,Middleweight Bout,UFC 298: Volkanovski vs. Topuria,39.0,41.0,43.0,22.0,0.0,0.0,3.0,0.0,11.0,0.0,2.0,0.0,4.083333333000001,0.0,3.0
Amanda Lemos,Mackenzie Dern,1,Decision - Unanimous,5:00,Mike Beltran,Women's Strawweight Bout,UFC 298: Volkanovski vs. Topuria,47.0,50.0,39.0,35.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.033333333,6.0,3.0
Marcos Rogerio de Lima,Junior Tafa,1,KO/TKO,1:14,Frank Trigg,Heavyweight Bout,UFC 298: Volkanovski vs. Topuria,63.0,17.0,15.0,16.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.4333333329999998,0.0,3.0
Rinya Nakamura,Carlos Vera,1,Decision - Unanimous,5:00,Jonathan Romero,Bantamweight Bout,UFC 298: Volkanovski vs. Topuria,73.0,55.0,41.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.049999999999999,0.0,3.0
Zhang Mingyang,Brendson Ribeiro,1,KO/TKO,1:41,Mike Beltran,Light Heavyweight Bout,UFC 298: Volkanovski vs. Topuria,17.0,14.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,3.0
Josh Quinlan,Danny Barlow,0,KO/TKO,1:18,Jason Herzog,Welterweight Bout,UFC 298: Volkanovski vs. Topuria,39.0,96.0,51.0,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.216666667,3.0
Oban Elliott,Val Woodburn,1,Decision - Unanimous,5:00,Jonathan Romero,Welterweight Bout,UFC 298: Volkanovski vs. Topuria,136.0,30.0,52.0,40.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,8.966666667,1.933333334,3.0
Andrea Lee,Miranda Maverick,0,Decision - Unanimous,5:00,Frank Trigg,Women's Flyweight Bout,UFC 298: Volkanovski vs. Topuria,59.0,106.0,67.0,74.0,0.0,0.0,2.0,3.0,1.0,5.0,1.0,0.0,0.7,3.0833333329999997,3.0
Jack Hermansson,Joe Pyfer,1,Decision - Unanimous,5:00,Mark Smith,Middleweight Bout,UFC Fight Night: Hermansson vs. Pyfer,188.0,124.0,139.0,172.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.133333334,3.016666667,5.0
Dan Ige,Andre Fili,1,KO/TKO,2:43,Jason Herzog,Featherweight Bout,UFC Fight Night: Hermansson vs. Pyfer,11.0,8.0,8.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666667,0.0,3.0
Robert Bryczek,Ihor Potieria,0,Decision - Unanimous,5:00,Mike Beltran,Middleweight Bout,UFC Fight Night: Hermansson vs. Pyfer,41.0,77.0,102.0,104.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,2.616666666,3.0
Brad Tavares,Gregory Rodrigues,0,KO/TKO,0:55,Jason Herzog,Middleweight Bout,UFC Fight Night: Hermansson vs. Pyfer,42.0,79.0,48.0,56.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,3.3,3.0
Michael Johnson,Darrius Flowers,1,Decision - Unanimous,5:00,Chris Tognoni,Lightweight Bout,UFC Fight Night: Hermansson vs. Pyfer,80.0,52.0,58.0,34.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,0.0,6.033333333,0.7166666660000001,3.0
Rodolfo Vieira,Armen Petrosyan,1,Submission,4:48,Mark Smith,Middleweight Bout,UFC Fight Night: Hermansson vs. Pyfer,14.0,14.0,7.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.766666667,0.0,3.0
Trevin Giles,Carlos Prates,0,KO/TKO,4:03,Mike Beltran,Welterweight Bout,UFC Fight Night: Hermansson vs. Pyfer,70.0,38.0,35.0,35.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.466666667,0.0,3.0
Bolaji Oki,Timmy Cuamba,1,Decision - Split,5:00,Chris Tognoni,Lightweight Bout,UFC Fight Night: Hermansson vs. Pyfer,61.0,35.0,96.0,61.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.8166666670000002,1.916666667,3.0
Loma Lookboonmee,Bruna Brasil,1,Decision - Unanimous,5:00,Jason Herzog,Women's Strawweight Bout,UFC Fight Night: Hermansson vs. Pyfer,73.0,52.0,58.0,47.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.916666666,2.483333334,3.0
Devin Clark,Marcin Prachnio,0,Decision - Unanimous,5:00,Mark Smith,Light Heavyweight Bout,UFC Fight Night: Hermansson vs. Pyfer,53.0,112.0,74.0,92.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.233333333,0.733333333,3.0
Max Griffin,Jeremiah Wells,1,Decision - Split,5:00,Chris Tognoni,Welterweight Bout,UFC Fight Night: Hermansson vs. Pyfer,36.0,43.0,29.0,54.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.6666666669999999,1.666666666,3.0
Zac Pauga,Bogdan Guskov,0,KO/TKO,3:38,Mike Beltran,Light Heavyweight Bout,UFC Fight Night: Hermansson vs. Pyfer,19.0,25.0,9.0,19.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.066666667,0.066666667,3.0
Fernie Garcia,Hyder Amil,0,KO/TKO,2:12,Mark Smith,Featherweight Bout,UFC Fight Night: Hermansson vs. Pyfer,31.0,109.0,56.0,85.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.933333333,2.333333333,3.0
Daniel Marcos,Aoriqileng,1,Could Not Continue,3:28,Jason Herzog,Bantamweight Bout,UFC Fight Night: Hermansson vs. Pyfer,84.0,45.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466666667,0.633333334,3.0
Roman Dolidze,Nassourdine Imavov,0,Decision - Majority,5:00,Herb Dean,Middleweight Bout,UFC Fight Night: Dolidze vs. Imavov,59.0,140.0,131.0,104.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,10.183333333999999,4.583333335,5.0
Renato Moicano,Drew Dober,1,Decision - Unanimous,5:00,Mark Smith,Lightweight Bout,UFC Fight Night: Dolidze vs. Imavov,142.0,36.0,35.0,37.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,10.55,1.033333334,3.0
Randy Brown,Muslim Salikhov,1,KO/TKO,3:17,Kerry Hatley,Welterweight Bout,UFC Fight Night: Dolidze vs. Imavov,13.0,10.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,3.0
Viviane Araujo,Natalia Silva,0,Decision - Unanimous,5:00,Mark Smith,Women's Flyweight Bout,UFC Fight Night: Dolidze vs. Imavov,63.0,65.0,47.0,92.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,6.016666667,0.0,3.0
Aliaskhab Khizriev,Makhmud Muradov,1,Could Not Continue,0:11,Herb Dean,Middleweight Bout,UFC Fight Night: Dolidze vs. Imavov,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Gilbert Urbina,Charles Radtke,0,KO/TKO,4:47,Mark Smith,Welterweight Bout,UFC Fight Night: Dolidze vs. Imavov,16.0,33.0,22.0,18.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.083333333,0.133333333,3.0
Molly McCann,Diana Belbita,1,Submission,4:59,Kerry Hatley,Women's Strawweight Bout,UFC Fight Night: Dolidze vs. Imavov,43.0,29.0,49.0,48.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.133333333,0.0,3.0
Azat Maksum,Charles Johnson,0,Decision - Unanimous,5:00,Eric McMahon,Flyweight Bout,UFC Fight Night: Dolidze vs. Imavov,40.0,81.0,126.0,68.0,1.0,0.0,2.0,2.0,5.0,4.0,1.0,3.0,2.483333334,0.783333333,3.0
Themba Gorimbo,Pete Rodriguez,1,KO/TKO,0:32,Herb Dean,Welterweight Bout,UFC Fight Night: Dolidze vs. Imavov,12.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.083333333,0.0,3.0
JeongYeong Lee,Blake Bilder,1,Decision - Unanimous,5:00,Mark Smith,Featherweight Bout,UFC Fight Night: Dolidze vs. Imavov,75.0,36.0,46.0,41.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,4.483333333,5.3,3.0
Luana Carolina,Julija Stoliarenko,1,KO/TKO,4:52,Eric McMahon,Women's Flyweight Bout,UFC Fight Night: Dolidze vs. Imavov,138.0,21.0,92.0,47.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,3.0,5.450000000999999,3.783333334,3.0
Landon Quinones,MarQuel Mederos,0,Decision - Unanimous,5:00,Kerry Hatley,Lightweight Bout,UFC Fight Night: Dolidze vs. Imavov,78.0,74.0,98.0,91.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,2.0666666659999997,4.216666667,3.0
Thomas Petersen,Jamal Pogues,0,Decision - Unanimous,5:00,Eric McMahon,Heavyweight Bout,UFC Fight Night: Dolidze vs. Imavov,116.0,66.0,37.0,59.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,2.783333333,0.066666667,3.0
Sean Strickland,Dricus Du Plessis,0,Decision - Split,5:00,Marc Goddard,UFC Middleweight Title Bout,UFC 297: Strickland vs. Du Plessis,183.0,162.0,236.0,220.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.833333334,5.0
Raquel Pennington,Mayra Bueno Silva,1,Decision - Unanimous,5:00,Jerin Valel,UFC Women's Bantamweight Title Bout,UFC 297: Strickland vs. Du Plessis,265.0,153.0,77.0,38.0,0.0,0.0,1.0,2.0,2.0,5.0,2.0,4.0,11.466666666999998,12.1,5.0
Neil Magny,Mike Malott,1,KO/TKO,4:45,Kevin MacDonald,Welterweight Bout,UFC 297: Strickland vs. Du Plessis,110.0,100.0,49.0,28.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,1.783333333,6.033333333,3.0
Chris Curtis,Marc-Andre Barriault,1,Decision - Split,5:00,Todd Ronald Anderson,Middleweight Bout,UFC 297: Strickland vs. Du Plessis,144.0,124.0,118.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Arnold Allen,Movsar Evloev,0,Decision - Unanimous,5:00,Marc Goddard,Featherweight Bout,UFC 297: Strickland vs. Du Plessis,61.0,72.0,82.0,69.0,0.0,0.0,0.0,5.0,0.0,12.0,1.0,0.0,0.05,3.516666667,3.0
Brad Katona,Garrett Armfield,0,Decision - Unanimous,5:00,Kevin MacDonald,Bantamweight Bout,UFC 297: Strickland vs. Du Plessis,76.0,130.0,96.0,63.0,0.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,4.583333333,0.0,3.0
Charles Jourdain,Sean Woodson,0,Decision - Split,5:00,Jerin Valel,Featherweight Bout,UFC 297: Strickland vs. Du Plessis,78.0,102.0,97.0,91.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.9666666659999998,0.65,3.0
Serhiy Sidey,Ramon Taveras,0,Decision - Split,5:00,Todd Ronald Anderson,Bantamweight Bout,UFC 297: Strickland vs. Du Plessis,81.0,62.0,148.0,86.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4,0.1,3.0
Gillian Robertson,Polyana Viana,1,KO/TKO,3:12,Kevin MacDonald,Women's Strawweight Bout,UFC 297: Strickland vs. Du Plessis,49.0,33.0,42.0,33.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.1,0.45,3.0
Yohan Lainesse,Sam Patterson,0,Submission,2:03,Brian Beauchamp,Welterweight Bout,UFC 297: Strickland vs. Du Plessis,1.0,5.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.083333333,0.683333333,3.0
Jasmine Jasudavicius,Priscila Cachoeira,1,Submission,4:21,Mathew  Rocca,Women's Bantamweight Bout,UFC 297: Strickland vs. Du Plessis,326.0,26.0,72.0,26.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,11.416666666000001,0.083333333,3.0
Malcolm Gordon,Jimmy Flick,0,Submission,1:17,Todd Ronald Anderson,Flyweight Bout,UFC 297: Strickland vs. Du Plessis,74.0,7.0,42.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,4.0,4.216666667,1.116666667,3.0
Magomed Ankalaev,Johnny Walker,1,KO/TKO,2:42,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,39.0,26.0,19.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333300000001,0.0,5.0
Jim Miller,Gabriel Benitez,1,Submission,3:25,Dan Miragliotta,Lightweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,96.0,84.0,61.0,104.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.916666667,0.016666667,3.0
Ricky Simon,Mario Bautista,0,Decision - Unanimous,5:00,Mark Smith,Bantamweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,52.0,118.0,63.0,158.0,0.0,0.0,2.0,0.0,11.0,3.0,0.0,0.0,3.000000001,0.233333333,3.0
Phil Hawes,Brunno Ferreira,0,KO/TKO,4:55,Chris Tognoni,Middleweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,13.0,24.0,15.0,25.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.616666667,3.0
Andrei Arlovski,Waldo Cortes-Acosta,0,Decision - Unanimous,5:00,Marc Goddard,Heavyweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,58.0,50.0,69.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Matthew Semelsberger,Preston Parsons,0,Decision - Unanimous,5:00,Dan Miragliotta,Welterweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,33.0,116.0,44.0,49.0,0.0,0.0,1.0,7.0,1.0,4.0,2.0,2.0,3.133333333,6.433333333,3.0
Marcus McGhee,Gaston Bolanos,1,KO/TKO,3:29,Mark Smith,Bantamweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,74.0,28.0,60.0,54.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.783333333,0.066666667,3.0
Farid Basharat,Taylor Lapilus,1,Decision - Unanimous,5:00,Chris Tognoni,Bantamweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,55.0,41.0,61.0,53.0,0.0,0.0,5.0,0.0,11.0,0.0,1.0,0.0,6.966666667,0.033333333,3.0
Westin Wilson,Jean Silva,0,KO/TKO,4:12,Marc Goddard,Featherweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,11.0,25.0,25.0,11.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.066666667,0.133333333,3.0
Nikolas Motta,Tom Nolan,1,KO/TKO,1:03,Dan Miragliotta,Lightweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,21.0,12.0,19.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,3.0
Joshua Van,Felipe Bunes,1,KO/TKO,4:31,Mark Smith,Flyweight Bout,UFC Fight Night: Ankalaev vs. Walker 2,154.0,57.0,68.0,44.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,1.233333333,2.033333333,3.0
Leon Edwards,Colby Covington,1,Decision - Unanimous,5:00,Herb Dean,UFC Welterweight Title Bout,UFC 296: Edwards vs. Covington,65.0,100.0,51.0,74.0,0.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,1.45,4.583333334,5.0
Alexandre Pantoja,Brandon Royval,1,Decision - Unanimous,5:00,Marc Goddard,UFC Flyweight Title Bout,UFC 296: Edwards vs. Covington,126.0,302.0,69.0,132.0,0.0,0.0,8.0,2.0,6.0,1.0,1.0,0.0,15.85,2.983333334,5.0
Shavkat Rakhmonov,Stephen Thompson,1,Submission,4:56,Jason Herzog,Welterweight Bout,UFC 296: Edwards vs. Covington,73.0,26.0,15.0,11.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,7.75,0.0,3.0
Tony Ferguson,Paddy Pimblett,0,Decision - Unanimous,5:00,Mark Smith,Lightweight Bout,UFC 296: Edwards vs. Covington,90.0,151.0,44.0,66.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,8.883333333,3.0
Josh Emmett,Bryce Mitchell,1,KO/TKO,1:57,Herb Dean,Featherweight Bout,UFC 296: Edwards vs. Covington,2.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alonzo Menifield,Dustin Jacoby,1,Decision - Unanimous,5:00,Chris Tognoni,Light Heavyweight Bout,UFC 296: Edwards vs. Covington,95.0,113.0,50.0,58.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.05,2.133333333,3.0
Irene Aldana,Karol Rosa,1,Decision - Unanimous,5:00,Jason Herzog,Women's Bantamweight Bout,UFC 296: Edwards vs. Covington,145.0,204.0,163.0,146.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Cody Garbrandt,Brian Kelleher,1,KO/TKO,3:42,Marc Goddard,Bantamweight Bout,UFC 296: Edwards vs. Covington,21.0,21.0,21.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.316666667,0.6,3.0
Casey O'Neill,Ariane da Silva,0,Submission,1:18,Mark Smith,Women's Flyweight Bout,UFC 296: Edwards vs. Covington,32.0,86.0,43.0,66.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.333333333,0.9666666660000001,3.0
Tagir Ulanbekov,Cody Durden,1,Submission,4:25,Chris Tognoni,Flyweight Bout,UFC 296: Edwards vs. Covington,45.0,55.0,18.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,6.050000000000001,0.6,3.0
Andre Fili,Lucas Almeida,1,KO/TKO,3:32,Jason Herzog,Featherweight Bout,UFC 296: Edwards vs. Covington,25.0,10.0,17.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,3.0
Martin Buday,Shamil Gaziev,0,KO/TKO,0:56,Mark Smith,Heavyweight Bout,UFC 296: Edwards vs. Covington,13.0,60.0,13.0,54.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333333333,2.3,3.0
Song Yadong,Chris Gutierrez,1,Decision - Unanimous,5:00,Herb Dean,Bantamweight Bout,UFC Fight Night: Song vs. Gutierrez,160.0,141.0,123.0,77.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,11.016666667,4.683333333,5.0
Anthony Smith,Khalil Rountree Jr.,0,KO/TKO,0:56,Mark Smith,Light Heavyweight Bout,UFC Fight Night: Song vs. Gutierrez,52.0,56.0,37.0,62.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.183333333,0.966666667,3.0
Nasrat Haqparast,Jamie Mullarkey,1,KO/TKO,1:44,Keith Peterson,Lightweight Bout,UFC Fight Night: Song vs. Gutierrez,18.0,8.0,13.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.0,3.0
Tim Elliott,Sumudaerji,1,Submission,4:02,Herb Dean,Bantamweight Bout,UFC Fight Night: Song vs. Gutierrez,26.0,10.0,11.0,15.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.083333333,0.0,3.0
JunYong Park,Andre Muniz,0,Decision - Split,5:00,Chris Tognoni,Middleweight Bout,UFC Fight Night: Song vs. Gutierrez,52.0,35.0,44.0,25.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,2.966666667,9.566666667,3.0
Song Kenan,Kevin Jousset,0,Decision - Unanimous,5:00,Mark Smith,Welterweight Bout,UFC Fight Night: Song vs. Gutierrez,88.0,158.0,100.0,105.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.433333333,3.0
HyunSung Park,Shannon Ross,1,KO/TKO,3:59,Keith Peterson,Flyweight Bout,UFC Fight Night: Song vs. Gutierrez,65.0,61.0,89.0,74.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.35,0.0,3.0
Steve Garcia,Melquizael Costa,1,KO/TKO,1:01,Chris Tognoni,Lightweight Bout,UFC Fight Night: Song vs. Gutierrez,41.0,20.0,25.0,5.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.766666667,4.683333333,3.0
Luana Santos,Stephanie Egger,1,Decision - Unanimous,5:00,Herb Dean,Women's Bantamweight Bout,UFC Fight Night: Song vs. Gutierrez,97.0,112.0,64.0,81.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,7.733333334,1.1,3.0
Tatsuro Taira,Carlos Hernandez,1,KO/TKO,0:55,Mark Smith,Flyweight Bout,UFC Fight Night: Song vs. Gutierrez,44.0,2.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.6,0.883333333,3.0
Rayanne dos Santos,Talita Alencar,0,Decision - Split,5:00,Keith Peterson,Women's Strawweight Bout,UFC Fight Night: Song vs. Gutierrez,80.0,48.0,76.0,128.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.233333333,2.733333333,3.0
Beneil Dariush,Arman Tsarukyan,0,KO/TKO,1:04,Mark Smith,Lightweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,2.0,8.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.0
Jalin Turner,King Green,1,KO/TKO,2:49,Kerry Hatley,Lightweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,33.0,15.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.033333333,3.0
Rob Font,Deiveson Figueiredo,0,Decision - Unanimous,5:00,Jeff Rexroad,Bantamweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,48.0,53.0,48.0,31.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.366666667,4.033333334,3.0
Sean Brady,Kelvin Gastelum,1,Submission,1:43,Jacob Montalvo,Welterweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,97.0,21.0,33.0,14.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,9.100000001,0.316666667,3.0
Clay Guida,Joaquim Silva,0,Decision - Unanimous,5:00,Mark Smith,Lightweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,63.0,85.0,92.0,56.0,0.0,0.0,2.0,2.0,9.0,1.0,0.0,2.0,4.3833333329999995,2.5833333339999998,3.0
Punahele Soriano,Dustin Stoltzfus,0,Submission,4:10,Kerry Hatley,Middleweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,33.0,78.0,43.0,62.0,0.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,2.1999999999999997,3.0
Miesha Tate,Julia Avila,1,Submission,1:15,Jacob Montalvo,Women's Bantamweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,127.0,11.0,25.0,10.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,10.916666666000001,0.0,3.0
Zachary Reese,Cody Brundage,0,KO/TKO,1:49,Jeff Rexroad,Middleweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,10.0,12.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.416666667,3.0
Drakkar Klose,Joe Solecki,1,KO/TKO,1:41,Mark Smith,Lightweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,8.0,9.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.666666667,0.883333333,3.0
Rodolfo Bellato,Ihor Potieria,1,KO/TKO,4:17,Jacob Montalvo,Light Heavyweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,99.0,92.0,61.0,61.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.816666667,1.683333333,3.0
Wellington Turman,Jared Gooden,0,Submission,1:11,Jeff Rexroad,Welterweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,46.0,62.0,27.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.666666667,0.516666667,3.0
Veronica Hardy,Jamey-Lyn Horth,1,Decision - Split,5:00,Mark Smith,Women's Flyweight Bout,UFC Fight Night: Dariush vs. Tsarukyan,61.0,74.0,61.0,51.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.566666667,3.983333334,3.0
Brendan Allen,Paul Craig,1,Submission,0:38,Mark Smith,Middleweight Bout,UFC Fight Night: Allen vs. Craig,52.0,13.0,12.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,7.966666666999999,0.566666667,5.0
Michael Morales,Jake Matthews,1,Decision - Unanimous,5:00,Herb Dean,Welterweight Bout,UFC Fight Night: Allen vs. Craig,84.0,57.0,124.0,92.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.116666667,0.05,3.0
Chase Hooper,Jordan Leavitt,1,Submission,2:58,Mike Beltran,Lightweight Bout,UFC Fight Night: Allen vs. Craig,13.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.95,0.983333333,3.0
Payton Talbott,Nick Aguirre,1,Submission,0:58,Mark Smith,Bantamweight Bout,UFC Fight Night: Allen vs. Craig,58.0,18.0,32.0,11.0,0.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,3.416666667,5.766666666,3.0
Luana Pinheiro,Amanda Ribas,0,KO/TKO,3:53,Chris Tognoni,Women's Strawweight Bout,UFC Fight Night: Allen vs. Craig,56.0,96.0,64.0,138.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.183333333,0.5,3.0
Uros Medic,Myktybek Orolbai,0,Submission,4:12,Mike Beltran,Welterweight Bout,UFC Fight Night: Allen vs. Craig,17.0,16.0,15.0,15.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,1.0,0.033333333,7.433333334,3.0
Jonathan Pearce,Joanderson Brito,0,Submission,3:54,Herb Dean,Featherweight Bout,UFC Fight Night: Allen vs. Craig,81.0,33.0,15.0,14.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,6.25,1.966666667,3.0
Chad Anheliger,Jose Johnson,0,Submission,4:49,Chris Tognoni,Bantamweight Bout,UFC Fight Night: Allen vs. Craig,47.0,141.0,56.0,57.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,1.0,6.300000001000001,4.333333333,3.0
