fighter_a,fighter_b,winner,method,fight_time,referee,weight_class,event,total_strike_landed_a,total_strike_landed_b,total_strike_missed_a,total_strike_missed_b,knockdowns_a,knockdowns_b,td_completed_a,td_completed_b,td_missed_a,td_missed_b,sub_att_a,sub_att_b,ctrl_time_minutes_a,ctrl_time_minutes_b,rounds
Sage Northcutt,Michel Quinones,1,Decision - Unanimous,5:00,Dan Miragliotta,Lightweight Bout,UFC Fight Night: Poirier vs. Pettis,82.0,55.0,84.0,106.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.7166666660000001,0.0,3.0
Angela Hill,Nina Nunes,0,Decision - Unanimous,5:00,Keith Peterson,Women's Strawweight Bout,UFC Fight Night: Poirier vs. Pettis,108.0,146.0,125.0,166.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.133333333,0.033333333,3.0
Court McGee,Sean Strickland,0,Decision - Unanimous,5:00,Elvis Bello,Welterweight Bout,UFC Fight Night: Poirier vs. Pettis,104.0,109.0,205.0,179.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,1.0,1.6833333330000002,2.716666667,3.0
Jake Collier,Marcel Fortuna,1,Decision - Unanimous,5:00,Bill Bookwalter,Light Heavyweight Bout,UFC Fight Night: Poirier vs. Pettis,124.0,65.0,155.0,81.0,0.0,0.0,0.0,1.0,2.0,8.0,0.0,1.0,1.1833333339999998,1.116666667,3.0
Darren Stewart,Karl Roberson,0,Submission,3:41,Mike King,Middleweight Bout,UFC Fight Night: Poirier vs. Pettis,6.0,21.0,14.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.566666667,1.233333333,3.0
Michael Bisping,Georges St-Pierre,0,Submission,4:23,John McCarthy,UFC Middleweight Title Bout,UFC 217: Bisping vs. St-Pierre,49.0,68.0,79.0,63.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.266666667,5.0
Cody Garbrandt,TJ Dillashaw,0,KO/TKO,2:41,Dan Miragliotta,UFC Bantamweight Title Bout,UFC 217: Bisping vs. St-Pierre,19.0,23.0,35.0,62.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.066666667,0.116666667,5.0
Joanna Jedrzejczyk,Rose Namajunas,0,KO/TKO,3:03,John McCarthy,UFC Women's Strawweight Title Bout,UFC 217: Bisping vs. St-Pierre,5.0,18.0,37.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333,5.0
Stephen Thompson,Jorge Masvidal,1,Decision - Unanimous,5:00,Dan Miragliotta,Welterweight Bout,UFC 217: Bisping vs. St-Pierre,70.0,42.0,86.0,100.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.066666667,0.05,3.0
Johny Hendricks,Paulo Costa,0,KO/TKO,1:23,John McCarthy,Middleweight Bout,UFC 217: Bisping vs. St-Pierre,27.0,49.0,27.0,41.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.016666667,3.0
James Vick,Joe Duffy,1,KO/TKO,4:59,Todd Ronald Anderson,Lightweight Bout,UFC 217: Bisping vs. St-Pierre,43.0,26.0,95.0,41.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.066666667,0.5,3.0
Walt Harris,Mark Godbeer,0,DQ,4:29,Blake Grice,Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,34.0,9.0,19.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.183333333,0.0,3.0
Ovince Saint Preux,Corey Anderson,1,KO/TKO,1:25,Dan Miragliotta,Light Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,30.0,60.0,26.0,27.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.033333334,7.133333333,3.0
Randy Brown,Mickey Gall,1,Decision - Unanimous,5:00,Todd Ronald Anderson,Welterweight Bout,UFC 217: Bisping vs. St-Pierre,60.0,57.0,39.0,17.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,8.8,4.416666666999999,3.0
Aleksei Oleinik,Curtis Blaydes,0,TKO - Doctor's Stoppage,1:39,Blake Grice,Heavyweight Bout,UFC 217: Bisping vs. St-Pierre,41.0,50.0,34.0,62.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.25,1.883333333,3.0
Aiemann Zahabi,Ricardo Ramos,0,KO/TKO,1:58,Todd Ronald Anderson,Bantamweight Bout,UFC 217: Bisping vs. St-Pierre,47.0,45.0,59.0,52.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.666666667,0.616666667,3.0
Derek Brunson,Lyoto Machida,1,KO/TKO,2:30,Osiris Maia,Middleweight Bout,UFC Fight Night: Brunson vs. Machida,10.0,3.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,5.0
Demian Maia,Colby Covington,0,Decision - Unanimous,5:00,Jerin Valel,Welterweight Bout,UFC Fight Night: Brunson vs. Machida,59.0,121.0,98.0,230.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.033333333,1.7333333340000001,3.0
Pedro Munhoz,Rob Font,1,Submission,4:03,Mario Yamasaki,Bantamweight Bout,UFC Fight Night: Brunson vs. Machida,20.0,30.0,28.0,38.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.033333333,0.083333333,3.0
Francisco Trinaldo,Jim Miller,1,Decision - Unanimous,5:00,Osiris Maia,Lightweight Bout,UFC Fight Night: Brunson vs. Machida,84.0,61.0,81.0,48.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,4.666666667,2.433333334,3.0
Thiago Santos,Jack Hermansson,1,KO/TKO,4:59,Jerin Valel,Middleweight Bout,UFC Fight Night: Brunson vs. Machida,29.0,5.0,51.0,23.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,0.583333333,3.0
John Lineker,Marlon Vera,1,Decision - Unanimous,5:00,Mario Yamasaki,Bantamweight Bout,UFC Fight Night: Brunson vs. Machida,93.0,50.0,95.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.583333334,0.0,3.0
Vicente Luque,Niko Price,1,Submission,4:08,Fernando Portella,Welterweight Bout,UFC Fight Night: Brunson vs. Machida,61.0,26.0,52.0,74.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0.0,3.0
Antonio Carlos Junior,Jack Marshman,1,Submission,4:30,Osiris Maia,Middleweight Bout,UFC Fight Night: Brunson vs. Machida,35.0,4.0,16.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.15,0.0,3.0
Hacran Dias,Jared Gordon,0,Decision - Unanimous,5:00,Fernando Portella,Lightweight Bout,UFC Fight Night: Brunson vs. Machida,41.0,163.0,74.0,122.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,0.0,0.6166666670000001,6.083333334000001,3.0
Elizeu Zaleski dos Santos,Max Griffin,1,Decision - Unanimous,5:00,Jerin Valel,Welterweight Bout,UFC Fight Night: Brunson vs. Machida,94.0,61.0,92.0,83.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,2.533333333,1.133333334,3.0
Deiveson Figueiredo,Jarred Brooks,1,Decision - Split,5:00,Mario Yamasaki,Flyweight Bout,UFC Fight Night: Brunson vs. Machida,22.0,82.0,30.0,30.0,0.0,0.0,1.0,7.0,3.0,4.0,5.0,0.0,1.099999999,7.483333333000001,3.0
Marcelo Golm,Christian Colombo,1,Submission,2:08,Fernando Portella,Heavyweight Bout,UFC Fight Night: Brunson vs. Machida,47.0,4.0,23.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.366666667,0.0,3.0
Donald Cerrone,Darren Till,0,KO/TKO,4:20,Marc Goddard,Welterweight Bout,UFC Fight Night: Cerrone vs. Till,14.0,24.0,10.0,31.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.483333333,0.066666667,5.0
Karolina Kowalkiewicz,Jodie Esquibel,1,Decision - Unanimous,5:00,Leon Roberts,Women's Strawweight Bout,UFC Fight Night: Cerrone vs. Till,142.0,66.0,206.0,110.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.166666667,1.2,3.0
Jan Blachowicz,Devin Clark,1,Submission,3:02,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Cerrone vs. Till,50.0,31.0,13.0,29.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.683333333,0.416666667,3.0
Oskar Piechota,Jonathan Wilson,1,Decision - Unanimous,5:00,Leon Roberts,Middleweight Bout,UFC Fight Night: Cerrone vs. Till,80.0,17.0,41.0,43.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.316666667,0.366666667,3.0
Marcin Held,Nasrat Haqparast,1,Decision - Unanimous,5:00,Piotr Michalak,Lightweight Bout,UFC Fight Night: Cerrone vs. Till,59.0,43.0,78.0,51.0,0.0,1.0,3.0,1.0,7.0,0.0,1.0,0.0,7.416666666999999,1.35,3.0
Damian Stasiak,Brian Kelleher,0,KO/TKO,3:39,Piotr Michalak,Bantamweight Bout,UFC Fight Night: Cerrone vs. Till,45.0,116.0,69.0,78.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,1.0,1.75,4.549999999,3.0
Sam Alvey,Ramazan Emeev,0,Decision - Unanimous,5:00,Lukasz Bosacki,Middleweight Bout,UFC Fight Night: Cerrone vs. Till,56.0,51.0,43.0,33.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.033333333,4.199999999999999,3.0
Artem Lobov,Andre Fili,0,Decision - Unanimous,5:00,Marc Goddard,Featherweight Bout,UFC Fight Night: Cerrone vs. Till,77.0,76.0,63.0,90.0,0.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.366666667,4.466666667,3.0
Salim Touahri,Warlley Alves,0,Decision - Unanimous,5:00,Tomasz Bronder,Welterweight Bout,UFC Fight Night: Cerrone vs. Till,49.0,55.0,39.0,58.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.283333333,3.75,3.0
Lina Lansberg,Aspen Ladd,0,KO/TKO,2:33,Lukasz Bosacki,Women's Bantamweight Bout,UFC Fight Night: Cerrone vs. Till,50.0,45.0,23.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.716666667,3.4,3.0
Felipe Arantes,Josh Emmett,0,Decision - Unanimous,5:00,Tomasz Bronder,Featherweight Bout,UFC Fight Night: Cerrone vs. Till,44.0,78.0,92.0,153.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.75,3.0
Tony Ferguson,Kevin Lee,1,Submission,4:02,Herb Dean,UFC Interim Lightweight Title Bout,UFC 216: Ferguson vs. Lee,57.0,71.0,49.0,66.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.033333333,4.816666666,5.0
Demetrious Johnson,Ray Borg,1,Submission,3:15,Dan Miragliotta,UFC Flyweight Title Bout,UFC 216: Ferguson vs. Lee,172.0,32.0,40.0,23.0,0.0,0.0,8.0,5.0,0.0,6.0,2.0,2.0,17.816666667,4.300000001,5.0
Fabricio Werdum,Walt Harris,1,Submission,1:05,Herb Dean,Heavyweight Bout,UFC 216: Ferguson vs. Lee,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.516666667,0.0,3.0
Mara Romero Borella,Kalindra Faria,1,Submission,2:54,Jason Herzog,Women's Flyweight Bout,UFC 216: Ferguson vs. Lee,16.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.7,0.0,3.0
Beneil Dariush,Evan Dunham,1,Decision - Majority,5:00,Dan Miragliotta,Lightweight Bout,UFC 216: Ferguson vs. Lee,92.0,66.0,76.0,83.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.933333333,3.233333333,3.0
Tom Duquesnoy,Cody Stamann,0,Decision - Split,5:00,Chris Tognoni,Bantamweight Bout,UFC 216: Ferguson vs. Lee,76.0,81.0,69.0,104.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.283333334,2.8166666670000002,3.0
Lando Vannata,King Green,1,Decision - Split,5:00,Herb Dean,Lightweight Bout,UFC 216: Ferguson vs. Lee,111.0,104.0,128.0,142.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.15,2.1666666660000002,3.0
Pearl Gonzalez,Poliana Botelho,0,Decision - Unanimous,5:00,Jason Herzog,Women's Strawweight Bout,UFC 216: Ferguson vs. Lee,89.0,157.0,35.0,55.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,10.166666667000001,0.95,3.0
Matt Schnell,Marco Beltran,1,Decision - Unanimous,5:00,Chris Tognoni,Flyweight Bout,UFC 216: Ferguson vs. Lee,38.0,45.0,102.0,75.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.266666667,0.2,3.0
John Moraga,Bibulatov Magomed,1,KO/TKO,1:38,Jason Herzog,Flyweight Bout,UFC 216: Ferguson vs. Lee,8.0,5.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.033333333,0.05,3.0
Thales Leites,Brad Tavares,0,Decision - Unanimous,5:00,Chris Tognoni,Middleweight Bout,UFC 216: Ferguson vs. Lee,50.0,80.0,87.0,66.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.95,1.4,3.0
Ovince Saint Preux,Yushin Okami,1,Submission,1:50,Leon Roberts,Light Heavyweight Bout,UFC Fight Night: Saint Preux vs. Okami,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.716666667,0.0,5.0
Claudia Gadelha,Jessica Andrade,0,Decision - Unanimous,5:00,John Sharp,Women's Strawweight Bout,UFC Fight Night: Saint Preux vs. Okami,47.0,242.0,49.0,113.0,0.0,0.0,0.0,4.0,7.0,3.0,2.0,0.0,0.133333333,8.583333332999999,3.0
Takanori Gomi,Dong Hyun Ma,0,KO/TKO,1:30,Steve Perceval,Lightweight Bout,UFC Fight Night: Saint Preux vs. Okami,2.0,13.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116666667,3.0
Gokhan Saki,Henrique da Silva,1,KO/TKO,4:45,Greg Kleynjans,Light Heavyweight Bout,UFC Fight Night: Saint Preux vs. Okami,40.0,21.0,26.0,25.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.533333333,3.0
Teruto Ishihara,Rolando Dy,1,Decision - Unanimous,5:00,John Sharp,Featherweight Bout,UFC Fight Night: Saint Preux vs. Okami,77.0,52.0,50.0,37.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.933333333,0.016666667,3.0
Jussier Formiga,Yuta Sasaki,1,Submission,4:30,Leon Roberts,Flyweight Bout,UFC Fight Night: Saint Preux vs. Okami,12.0,36.0,15.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.55,0.0,3.0
Keita Nakamura,Alex Morono,1,Decision - Split,5:00,Greg Kleynjans,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,29.0,39.0,59.0,85.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,3.0
Syuri Kondo,Chan-Mi Jeon,1,Decision - Split,5:00,Steve Perceval,Women's Strawweight Bout,UFC Fight Night: Saint Preux vs. Okami,137.0,99.0,149.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Shinsho Anzai,Luke Jumeau,1,Decision - Unanimous,5:00,John Sharp,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,97.0,53.0,55.0,46.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,3.65,2.0499999989999997,3.0
Daichi Abe,Hyun Gyu Lim,1,Decision - Unanimous,5:00,Greg Kleynjans,Welterweight Bout,UFC Fight Night: Saint Preux vs. Okami,65.0,43.0,120.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.0,3.0
Luke Rockhold,David Branch,1,KO/TKO,4:05,Dan Miragliotta,Middleweight Bout,UFC Fight Night: Rockhold vs. Branch,68.0,51.0,29.0,31.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.7,2.3,5.0
Mike Perry,Alex Reyes,1,KO/TKO,1:19,Keith Peterson,Welterweight Bout,UFC Fight Night: Rockhold vs. Branch,11.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.3,3.0
Hector Lombard,Anthony Smith,0,KO/TKO,2:33,Dan Miragliotta,Middleweight Bout,UFC Fight Night: Rockhold vs. Branch,68.0,38.0,69.0,80.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.6,0.05,3.0
Gregor Gillespie,Jason Gonzalez,1,Submission,2:11,Rob Hinds,Lightweight Bout,UFC Fight Night: Rockhold vs. Branch,34.0,27.0,39.0,23.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,5.8,0.0,3.0
Kamaru Usman,Sergio Moraes,1,KO/TKO,2:48,Dan Miragliotta,Welterweight Bout,UFC Fight Night: Rockhold vs. Branch,16.0,13.0,32.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,0.0,3.0
Justin Ledet,Azunna Anyanwu,1,Decision - Split,5:00,Keith Peterson,Heavyweight Bout,UFC Fight Night: Rockhold vs. Branch,36.0,37.0,90.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Anthony Rocco Martin,Olivier Aubin-Mercier,0,Decision - Split,5:00,Rob Hinds,Lightweight Bout,UFC Fight Night: Rockhold vs. Branch,56.0,47.0,40.0,31.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,5.183333334,5.066666667,3.0
Anthony Hamilton,Daniel Spitz,0,KO/TKO,0:24,Dan Miragliotta,Heavyweight Bout,UFC Fight Night: Rockhold vs. Branch,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.033333333,3.0
Krzysztof Jotko,Uriah Hall,0,KO/TKO,2:25,Rob Hinds,Middleweight Bout,UFC Fight Night: Rockhold vs. Branch,60.0,26.0,48.0,18.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.3,0.1,3.0
Jason Saggo,Gilbert Burns,0,KO/TKO,4:55,Keith Peterson,Lightweight Bout,UFC Fight Night: Rockhold vs. Branch,39.0,50.0,60.0,54.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.05,1.55,3.0
Amanda Nunes,Valentina Shevchenko,1,Decision - Split,5:00,John McCarthy,UFC Women's Bantamweight Title Bout,UFC 215: Nunes vs Shevchenko 2,90.0,73.0,90.0,105.0,0.0,0.0,2.0,1.0,6.0,7.0,0.0,0.0,2.533333333,2.533333333,5.0
Neil Magny,Rafael Dos Anjos,0,Submission,3:43,Yves Lavigne,Welterweight Bout,UFC 215: Nunes vs Shevchenko 2,5.0,17.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.333333333,3.0
Henry Cejudo,Wilson Reis,1,KO/TKO,0:25,Jerin Valel,Flyweight Bout,UFC 215: Nunes vs Shevchenko 2,39.0,5.0,25.0,20.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,3.0
Ilir Latifi,Tyson Pedro,1,Decision - Unanimous,5:00,Dan Miragliotta,Light Heavyweight Bout,UFC 215: Nunes vs Shevchenko 2,59.0,44.0,35.0,24.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,7.366666666,0.066666667,3.0
Jeremy Stephens,Gilbert Melendez,1,Decision - Unanimous,5:00,Jerin Valel,Featherweight Bout,UFC 215: Nunes vs Shevchenko 2,101.0,30.0,154.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333330000001,0.0,3.0
Sara McMann,Ketlen Vieira,0,Submission,4:16,Yves Lavigne,Women's Bantamweight Bout,UFC 215: Nunes vs Shevchenko 2,36.0,35.0,31.0,10.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,5.533333334,1.75,3.0
Sarah Moras,Ashlee Evans-Smith,1,Submission,2:51,Yves Lavigne,Women's Bantamweight Bout,UFC 215: Nunes vs Shevchenko 2,5.0,5.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.116666667,2.433333333,3.0
Gavin Tucker,Ricky Glenn,0,Decision - Unanimous,5:00,Kyle Cardinal,Featherweight Bout,UFC 215: Nunes vs Shevchenko 2,43.0,184.0,62.0,105.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,0.25,7.766666666000001,3.0
Mitch Clarke,Alex White,0,KO/TKO,4:36,Jerin Valel,Lightweight Bout,UFC 215: Nunes vs Shevchenko 2,34.0,62.0,56.0,60.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.433333333,0.25,3.0
Luis Henrique,Arjan Bhullar,0,Decision - Unanimous,5:00,Dan Miragliotta,Heavyweight Bout,UFC 215: Nunes vs Shevchenko 2,54.0,60.0,83.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.083333333000001,3.0
Kajan Johnson,Adriano Martins,1,KO/TKO,0:49,John McCarthy,Lightweight Bout,UFC 215: Nunes vs Shevchenko 2,26.0,16.0,37.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.016666667,0.166666667,3.0
Alexander Volkov,Stefan Struve,1,KO/TKO,3:30,Marc Goddard,Heavyweight Bout,UFC Fight Night: Volkov vs. Struve,144.0,41.0,120.0,121.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.966666667,0.0,5.0
Siyar Bahadurzada,Rob Wilkinson,1,KO/TKO,3:10,Leon Roberts,Middleweight Bout,UFC Fight Night: Volkov vs. Struve,44.0,34.0,38.0,24.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.483333334,2.3,3.0
Marion Reneau,Talita Bernardo,1,KO/TKO,4:54,Kevin Sataki,Women's Bantamweight Bout,UFC Fight Night: Volkov vs. Struve,118.0,38.0,74.0,74.0,0.0,0.0,0.0,3.0,0.0,4.0,5.0,1.0,3.466666667,6.416666666999999,3.0
Leon Edwards,Bryan Barberena,1,Decision - Unanimous,5:00,Neil Hall,Welterweight Bout,UFC Fight Night: Volkov vs. Struve,58.0,115.0,29.0,48.0,0.0,1.0,3.0,0.0,3.0,0.0,3.0,1.0,8.133333333000001,1.416666667,3.0
Darren Till,Bojan Velickovic,1,Decision - Unanimous,5:00,Marc Goddard,Welterweight Bout,UFC Fight Night: Volkov vs. Struve,50.0,69.0,38.0,112.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.85,0.033333333,3.0
Mairbek Taisumov,Felipe Silva,1,KO/TKO,1:24,Leon Roberts,Lightweight Bout,UFC Fight Night: Volkov vs. Struve,2.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666667,0.0,3.0
Michel Prazeres,Mads Burnell,1,Submission,1:26,Kevin Sataki,Lightweight Bout,UFC Fight Night: Volkov vs. Struve,43.0,12.0,26.0,20.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,8.850000000000001,0.333333333,3.0
Rustam Khabilov,Desmond Green,1,Decision - Unanimous,5:00,Neil Hall,Lightweight Bout,UFC Fight Night: Volkov vs. Struve,35.0,53.0,74.0,66.0,0.0,0.0,3.0,1.0,8.0,1.0,0.0,0.0,1.083333333,0.333333333,3.0
Francimar Barroso,Aleksandar Rakic,0,Decision - Unanimous,5:00,Marc Goddard,Light Heavyweight Bout,UFC Fight Night: Volkov vs. Struve,36.0,75.0,33.0,104.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,1.6,0.216666667,3.0
Mike Santiago,Zabit Magomedsharipov,0,Submission,4:22,Leon Roberts,Featherweight Bout,UFC Fight Night: Volkov vs. Struve,32.0,70.0,45.0,27.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,2.0,2.416666667,4.066666667,3.0
Bojan Mihajlovic,Abdul-Kerim Edilov,0,KO/TKO,2:32,Kevin Sataki,Light Heavyweight Bout,UFC Fight Night: Volkov vs. Struve,7.0,150.0,14.0,60.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,5.516666667,3.0
Thibault Gouti,Andrew Holbrook,1,KO/TKO,4:28,Neil Hall,Lightweight Bout,UFC Fight Night: Volkov vs. Struve,43.0,22.0,45.0,32.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.5,0.0,3.0
Sergio Pettis,Brandon Moreno,1,Decision - Unanimous,5:00,John McCarthy,Flyweight Bout,UFC Fight Night: Pettis vs. Moreno,84.0,76.0,160.0,101.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,0.21666666699999998,7.816666667,5.0
Randa Markos,Alexa Grasso,0,Decision - Split,5:00,Jerin Valel,Women's Strawweight Bout,UFC Fight Night: Pettis vs. Moreno,71.0,121.0,70.0,103.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,3.983333334,2.166666666,3.0
Alan Jouban,Niko Price,0,KO/TKO,1:44,Gary Copeland,Welterweight Bout,UFC Fight Night: Pettis vs. Moreno,5.0,10.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083333333,3.0
Martin Bravo,Humberto Bandenay,0,KO/TKO,0:26,Jerin Valel,Featherweight Bout,UFC Fight Night: Pettis vs. Moreno,1.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,3.0
Sam Alvey,Rashad Evans,1,Decision - Split,5:00,John McCarthy,Middleweight Bout,UFC Fight Night: Pettis vs. Moreno,51.0,28.0,48.0,30.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.083333333,4.483333334,3.0
Alejandro Perez,Andre Soukhamthath,1,Decision - Split,5:00,Kevin MacDonald,Bantamweight Bout,UFC Fight Night: Pettis vs. Moreno,97.0,44.0,98.0,64.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,2.2,0.15,3.0
Brad Scott,Jack Hermansson,0,KO/TKO,3:50,Bladimir Puga,Middleweight Bout,UFC Fight Night: Pettis vs. Moreno,0.0,49.0,4.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.533333333,3.0
Dustin Ortiz,Hector Sandoval,1,KO/TKO,0:15,Jerin Valel,Flyweight Bout,UFC Fight Night: Pettis vs. Moreno,8.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,3.0
Henry Briones,Rani Yahya,0,Submission,2:01,Kevin MacDonald,Bantamweight Bout,UFC Fight Night: Pettis vs. Moreno,9.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.65,3.0
Jose Quinonez,Diego Rivas,1,Decision - Unanimous,5:00,John McCarthy,Bantamweight Bout,UFC Fight Night: Pettis vs. Moreno,70.0,29.0,55.0,49.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.933333333,0.266666667,3.0
